,languages,language_type,label 
1835,"अगर मेरा बेटा ट्रेफ़िक हादसे में नहीं मारा गया होता, तो वह अभी कॉलेज जा रहा होता।",hindi,1
1836,"जब मैं बच्चा था, मुझे कीड़ों को छूने से कोई परेशानी नहीं होती थी, पर अब मैं उनकी तस्वीरें देखना भी बर्दाश्त नहीं कर सकता।",hindi,1
1837,"आप जिस वाक्य का अनुवाद कर रहे हैं, उस ही का अच्छी तरह से अनुवाद करें। दूसरी भाषाओं के अनुवादों से प्रभावित न होने दें।",hindi,1
1839,"les états-unis est généralement froid en juillet , et il gèle habituellement en novembre .",french,2
1840,"california est généralement calme en mars , et il est généralement chaud en juin .",french,2
1841,"les états-unis est parfois légère en juin , et il fait froid en septembre .",french,2
1842,"votre moins aimé fruit est le raisin , mais mon moins aimé est la pomme .",french,2
1843,"son fruit préféré est l'orange , mais mon préféré est le raisin .",french,2
1844,"paris est relaxant en décembre , mais il est généralement froid en juillet .",french,2
1845,"new jersey est occupé au printemps , et il est jamais chaude en mars .",french,2
1846,"notre fruit est moins aimé le citron , mais mon moins aimé est le raisin .",french,2
1847,"les états-unis est parfois occupé en janvier , et il est parfois chaud en novembre .",french,2
1848,"la chaux est son moins aimé des fruits , mais la banane est mon moins aimé.",french,2
1849,il a vu un vieux camion jaune .,french,2
1850,"inde est pluvieux en juin , et il est parfois chaud en novembre .",french,2
1851,ce chat était mon animal le plus aimé .,french,2
1852,"il n'aime pamplemousse , citrons verts et les citrons .",french,2
1853,"son fruit est moins aimé le citron , mais son moins aimé est le pamplemousse .",french,2
1854,"californie ne fait jamais froid en février , mais il est parfois le gel en juin .",french,2
1855,"chine est généralement agréable en automne , et il est généralement calme en octobre .",french,2
1856,"paris est jamais le gel en novembre , mais il est merveilleux en octobre .",french,2
1857,"les états-unis est jamais pluvieux en janvier , mais il est parfois doux en octobre .",french,2
1858,"chine est généralement agréable en novembre , et il est jamais tranquille en octobre .",french,2
1859,"les états-unis est jamais agréable en février , mais il est parfois agréable en avril .",french,2
1860,"l' inde est jamais occupé à l'automne , et il est doux au printemps .",french,2
1861,"paris est doux pendant l' été , mais il est généralement occupé en avril .",french,2
1862,"france ne fait jamais froid en septembre , et il est neigeux en octobre .",french,2
1863,"californie ne fait jamais froid au mois de mai , et il est parfois frisquet en mars .",french,2
1864,"il déteste les citrons , les raisins et les mangues .",french,2
1865,"leur fruit préféré est la mangue , mais notre préféré est la poire .",french,2
1866,"la france est parfois calme au mois de mai , et il est jamais froid en août .",french,2
1867,"paris est jamais agréable en septembre , et il est beau à l' automne .",french,2
1868,"il déteste les pommes , les pêches et les raisins .",french,2
1869,"la californie est le gel habituellement en décembre , et il est occupé en avril .",french,2
1870,votre animal le plus redouté est que le requin .,french,2
1871,"paris est généralement humide au mois d' août , et il est jamais sec en novembre .",french,2
1872,"paris est généralement beau en septembre , et il est généralement enneigée en novembre .",french,2
1873,"les états-unis est jamais humide en janvier , mais il est généralement chaud en octobre .",french,2
1874,"nous aimons les oranges , les mangues et les raisins .",french,2
1875,"ils aiment les poires , les pommes et les mangues .",french,2
1876,elle déteste ce petit camion rouge .,french,2
1877,"le pamplemousse est mon fruit le plus cher , mais la banane est la plus aimée .",french,2
1878,"la france est la neige au mois de mai , et il est jamais trop de monde à l' automne .",french,2
1879,"chine est généralement doux pendant l' hiver , mais il est jamais occupé en février .",french,2
1880,"chine est jamais agréable en juillet , mais il est généralement enneigée au printemps .",french,2
1881,"californie est occupé au mois de novembre , mais il est pluvieux à l' automne .",french,2
1882,"chine est chaud au printemps , et il est parfois froid en février .",french,2
1883,"californie est généralement beau pendant l' hiver , mais il est jamais occupé en février .",french,2
1884,"france est merveilleux au mois de novembre , mais il est parfois chaud en septembre .",french,2
1885,"l' inde est généralement agréable en novembre , mais il est jamais relaxant en juillet .",french,2
1886,"les états-unis ne sont jamais gel pendant l' automne , mais il est jamais occupé en juin .",french,2
1887,"paris est parfois chaud en juin , mais il est généralement chaud en juillet .",french,2
1888,"paris est jamais chaude pendant l' été , et il est généralement doux en hiver .",french,2
1889,elle n'aimait pas une voiture jaune rouillée .,french,2
1890,"la france est généralement calme en novembre , mais il est parfois chaud en février .",french,2
1891,"new jersey est jamais humide au mois de novembre , et il est doux au mois d' août .",french,2
1892,"nous aimons les pêches , les poires et les fraises .",french,2
1893,"l'orange est la moins aimé des fruits , mais le pamplemousse est leur moins aimé .",french,2
1894,"chine est jamais pluvieux en novembre , et il est calme en janvier .",french,2
1895,"chine est relaxant au mois de mars , mais il est parfois enneigée en septembre .",french,2
1896,"paris est merveilleux au mois de mars , mais il est généralement agréable en juin .",french,2
1897,"new jersey est froid au cours de l' automne , et il est parfois agréable au printemps .",french,2
1898,"la californie est jamais le gel en octobre , mais il est généralement calme en juin .",french,2
1899,"new jersey est le gel pendant l' hiver , mais il est parfois merveilleux en janvier .",french,2
1900,"j'aime les raisins , les poires et les fraises .",french,2
1901,"le citron est mon fruit le plus aimé , mais la fraise est notre plus aimé .",french,2
1902,"chine est généralement sec en mars , mais il est agréable en novembre .",french,2
1903,"paris est agréable en décembre , mais il est jamais agréable en novembre .",french,2
1904,"chine gèle en juillet , mais il est relaxant en janvier .",french,2
1905,"la pomme est notre fruit préféré moins , mais l'orange est son moins préféré .",french,2
1906,"il déteste les raisins , le pamplemousse et les bananes .",french,2
1907,"il déteste les pommes , les mangues et les fraises .",french,2
1908,"chine est chaud en juillet , mais il est jamais agréable en janvier .",french,2
1909,"l' inde est généralement sec en avril , et il gèle en février .",french,2
1910,elle va aux états-unis l' été prochain .,french,2
1911,"la france est parfois pluvieux en février , et il est généralement calme au printemps .",french,2
1912,je prévois de visiter la californie en mai prochain .,french,2
1913,"california est jamais humide en novembre , et il est parfois agréable en septembre .",french,2
1914,"ils aiment les citrons , citrons verts et le pamplemousse .",french,2
1915,"les états-unis est jamais belle en mars , et il est relaxant habituellement en été .",french,2
1916,les éléphants étaient ses animaux les plus redoutés .,french,2
1917,"la fraise est leur fruit préféré moins , mais la pomme est notre moins préféré .",french,2
1918,ils vont en france en juin prochain .,french,2
1919,"il aime les fraises , les oranges et les citrons verts .",french,2
1920,"california est jamais agréable pendant l' hiver , et il est parfois merveilleux en décembre .",french,2
1921,"la pomme est notre fruit préféré moins , mais la mangue est leur moins préférée .",french,2
1922,"elle aime les fraises , les oranges et les bananes .",french,2
1923,"californie est beau en janvier , et il est agréable en février .",french,2
1924,"ils n'aiment pas les raisins , mangues et citrons verts .",french,2
1925,"elle déteste les citrons , les raisins et les oranges .",french,2
1926,"notre fruit préféré moins est la banane , mais votre moins préféré est le raisin .",french,2
1927,"californie ne fait jamais froid en décembre , mais il est habituellement chaud en mai .",french,2
1928,"california est jamais occupé en février , et il est généralement chaud en juin .",french,2
1929,"les états-unis est parfois belle au mois de novembre , et il est jamais pluvieux en mars .",french,2
1930,"new jersey est parfois chaud en mars , et il est beau à l' automne .",french,2
1931,"le pamplemousse est notre fruit préféré moins , mais l'orange est votre préféré moins .",french,2
1932,"i comme le pamplemousse , citrons verts , et les poires .",french,2
1933,"elle déteste les citrons , les fraises et les raisins .",french,2
1934,"paris est généralement froid à l'automne , mais il est parfois pluvieux en juillet .",french,2
1935,"elle aime les mangues , les pommes et les bananes .",french,2
1936,elle conduit le vieux camion jaune .,french,2
1937,"nous aimons les pêches , les mangues et les oranges .",french,2
1938,"new jersey est généralement calme au cours de l' automne , mais il est généralement chaud en avril .",french,2
1939,"california est jamais pluvieux pendant l' hiver , et il est généralement doux en été .",french,2
1940,"california est parfois froid pendant l' hiver , mais il est parfois frisquet à l' automne .",french,2
1941,"elle aime les citrons , les poires et les oranges .",french,2
1942,"nous aimons les fraises , les bananes et les oranges .",french,2
1943,"l' inde est jamais de neige au mois de septembre , mais il est parfois sec au printemps .",french,2
1944,"l' inde est parfois pluvieux en janvier , et il est agréable en février .",french,2
1945,"paris est jamais relaxant au mois de mars , mais il gèle habituellement à l' automne .",french,2
1946,"l' inde est froid pendant l' été , et il est parfois beau en septembre .",french,2
1947,"elle aime les pêches , citrons verts et les mangues .",french,2
1948,"l' inde est jamais froid en octobre , mais il est relaxant habituellement en novembre .",french,2
1949,"j'aime les pêches , les raisins et les citrons .",french,2
1950,"elle aime la mangue , le pamplemousse et les poires .",french,2
1951,"les états-unis est généralement sec pendant l' hiver , mais il est parfois enneigée en février .",french,2
1952,"chine est généralement agréable en avril , et il est jamais de neige en août .",french,2
1953,elle déteste les oranges et le pamplemousse .,french,2
1954,"paris est parfois merveilleux en automne , et il est chaud en novembre .",french,2
1955,"le pamplemousse est son fruit préféré moins , mais la banane est leur moins préférée .",french,2
1956,"le pamplemousse est son moins aimé des fruits , mais le raisin est mon moins aimé .",french,2
1957,"paris est jamais occupé pendant l' été , mais il gèle jamais en novembre .",french,2
1958,"la chine est parfois agréable au mois de mars , mais il est généralement agréable en mai .",french,2
1959,"l' inde est parfois froid au mois de mars , mais il est parfois chaud en janvier .",french,2
1960,"new jersey est pluvieux en juin , et il est parfois agréable en novembre .",french,2
1961,"la fraise est son fruit préféré moins , mais la pêche est notre moins préféré.",french,2
1962,"paris est généralement enneigée en hiver , et il est parfois beau en août .",french,2
1963,"la france est jamais froid en mars , et il est humide en avril .",french,2
1964,"leur fruit est moins aimé la banane , mais elle est moins aimé la pêche .",french,2
1965,"chine est froid à l'automne , mais il est relaxant habituellement en novembre .",french,2
1966,"new jersey est généralement beau en avril , et il est jamais relaxant en décembre .",french,2
1967,"il n'aime pamplemousse , mangues et citrons .",french,2
1968,"new jersey est le gel habituellement au mois de novembre , mais il est relaxant habituellement à l' automne .",french,2
1969,"la fraise est mon fruit le plus aimé , mais le citron elle est le plus aimé .",french,2
1970,"paris est parfois agréable en automne , et il est merveilleux en septembre .",french,2
1971,"son fruit le plus aimé est le citron , mais votre plus aimé est la mangue .",french,2
1972,"la mangue est votre fruit moins aimé , mais la pomme est son moins aimé .",french,2
1973,"la poire est mon fruit le plus cher , mais le citron est le plus aimé .",french,2
1974,il conduit une nouvelle voiture bleue .,french,2
1975,"les états-unis est chaud au printemps , mais il est humide en août .",french,2
1976,"paris est le gel habituellement en octobre , et il est généralement agréable en avril .",french,2
1977,"la pêche est votre fruit le plus aimé , mais la banane est mon plus aimé .",french,2
1978,"vous aimez les raisins , les pêches et les fraises .",french,2
1979,"new jersey est parfois agréable pendant l' hiver , mais il est chaud au printemps .",french,2
1980,"paris est généralement beau en septembre , mais il est généralement occupé au printemps .",french,2
1981,"chine est généralement enneigée en automne , mais il est généralement chaud en mai .",french,2
1982,cet oiseau est son animal le plus redouté .,french,2
1983,"elle déteste les pommes , les pêches et les bananes .",french,2
1984,je prévois de visiter la californie en octobre prochain .,french,2
1985,"ils n'aiment les poires , les raisins et les bananes .",french,2
1986,il aimait une grande voiture verte .,french,2
1987,"new jersey est parfois calme pendant l' hiver , et il est jamais chaud au printemps .",french,2
1988,"new jersey est parfois belle en mars , mais il est généralement merveilleux en été .",french,2
1989,"ils n'aiment les mangues , les raisins et les fraises .",french,2
1990,"les états-unis est jamais belle au mois de novembre , et il est jamais tranquille en juillet .",french,2
1991,je pense que la traduction entre l' espagnol et le portugais est amusant .,french,2
1992,"la banane est notre fruit préféré , mais le citron est votre favori .",french,2
1993,"paris est parfois enneigée en janvier , et il est généralement chaud en avril .",french,2
1994,"leur fruit préféré est moins la mangue , mais son moins préféré est la pêche .",french,2
1995,"new jersey ne fait jamais froid en septembre , et il est parfois calme en juillet .",french,2
1996,"chine est généralement merveilleux en octobre , et il est généralement sec en juin .",french,2
1997,elle a vu cette voiture blanche rouillée .,french,2
1998,"france est merveilleux en décembre , mais il est parfois le gel en hiver .",french,2
1999,"les états-unis est relaxant au mois de novembre , et il est parfois enneigée en hiver .",french,2
2000,"votre fruit préféré moins est la banane , mais notre moins préféré est la fraise .",french,2
2001,elle a vu le nouveau camion vert .,french,2
2002,"la fraise est votre fruit le plus aimé , mais le citron est le plus aimé .",french,2
2003,"new jersey est jamais occupé en octobre , mais il est froid en septembre .",french,2
2004,"ils aiment les mangues , les citrons verts , et les raisins .",french,2
2005,"la poire est la moins aimé des fruits , mais l'orange est leur moins aimé .",french,2
2006,"la chine est le gel habituellement en février , mais jamais de neige en été .",french,2
2007,"votre fruit le plus aimé est la pêche , mais mon plus aimé est la mangue .",french,2
2008,il aime ce grand camion bleu .,french,2
2009,"new jersey est relaxant parfois en février , mais il est jamais humide en octobre .",french,2
2010,"new jersey est la neige en mars , mais il est parfois merveilleux en novembre .",french,2
2011,"l' inde est généralement calme en juin , mais jamais de neige en décembre .",french,2
2012,"les états-unis est froid en juillet , mais il est parfois pluvieux en mai .",french,2
2013,elle conduit le petit camion blanc .,french,2
2014,mon animal le plus aimé était cet oiseau .,french,2
2015,"mon moins aimé est le fruit de pamplemousse , mais notre moins aimé est l'orange .",french,2
2016,"paris est occupé au mois de mai , et il est généralement pluvieux en novembre .",french,2
2017,"le raisin est mon fruit préféré , mais la chaux est notre préféré .",french,2
2018,"paris est sec en mars , et il est jamais tranquille en août .",french,2
2019,"chine est relaxant en janvier , mais il est parfois beau au printemps .",french,2
2020,"l' inde est agréable en hiver , mais il est généralement calme en juillet .",french,2
2021,"paris est généralement calme au mois de mars , mais il est jamais merveilleux à l' automne .",french,2
2022,"californie est habituellement chaud en juin , et il est généralement agréable en juillet .",french,2
2023,"paris est parfois humide au mois de mai , et il est jamais agréable au printemps .",french,2
2024,"le citron est votre fruit le plus aimé , mais la pêche est son plus aimé .",french,2
2025,"il aime les fraises , les poires et les oranges .",french,2
2026,"l'orange est votre fruit moins aimé , mais le pamplemousse est leur moins aimé .",french,2
2027,"son fruit préféré est le raisin , mais notre préféré est le citron .",french,2
2028,"elle déteste les citrons , les mangues et les bananes .",french,2
2029,"l' inde est jamais humide à l'automne , mais il est parfois chaud en janvier .",french,2
2030,"paris est parfois le gel en août , et il est jamais humide au printemps .",french,2
2031,"les états-unis est merveilleux au mois de mars , mais jamais de neige en janvier .",french,2
2032,"la chaux est son fruit moins aimé , mais la fraise est mon moins aimé.",french,2
2033,elle conduit cette grande voiture bleue .,french,2
2034,"j'aime citrons verts , les pommes et les mangues .",french,2
2035,"l' inde est agréable en octobre , et il est jamais agréable en été .",french,2
2036,"france est pluvieux en janvier , mais il est jamais merveilleux à l' automne .",french,2
2037,"la france est jamais pluvieux au mois de mai , mais il est agréable en octobre .",french,2
2038,elle conduit la grande voiture bleue .,french,2
2039,"la france est agréable en juillet , mais il est généralement sec en décembre .",french,2
2040,"ils n'aiment les poires , les mangues et les raisins .",french,2
2041,"l' inde est généralement merveilleux au printemps , mais il est généralement sec en août .",french,2
2042,il est au volant d' un gros camion vert .,french,2
2043,"paris est parfois froid au mois de mars , mais il est généralement enneigée en automne .",french,2
2044,"votre fruit préféré est le raisin , mais leur préféré est le pamplemousse .",french,2
2045,"l'orange est mon fruit le plus cher , mais le pamplemousse est leur plus aimé .",french,2
2046,"l' inde est jamais la neige en novembre , et il est généralement occupé en décembre .",french,2
2047,"californie est généralement merveilleux au mois de novembre , mais il est parfois froid en mai .",french,2
2048,"l' inde est belle au mois de novembre , et il gèle habituellement à l' automne .",french,2
2049,"l'orange est leur fruit préféré , mais la mangue est son favori .",french,2
2050,"vous n'aimez pas les mangues , les citrons et les raisins .",french,2
2051,"california est jamais froid au mois d' août , et il est généralement agréable en automne .",french,2
2052,où est les États-unis ?,french,2
2053,"new jersey est sec au printemps , et il est jamais relaxant en mars .",french,2
2054,"paris est jamais relaxant en juin , mais il est parfois agréable en août .",french,2
2055,"chine est généralement agréable en automne , mais il est habituellement chaud en octobre .",french,2
2056,le chien est son animal préféré .,french,2
2057,"paris est parfois le gel au printemps , et il est chaud à l' automne .",french,2
2058,"californie est parfois pluvieux en septembre , mais il est merveilleux en mai .",french,2
2059,"ils n'aiment les citrons , les pommes et le pamplemousse .",french,2
2060,"les états-unis est généralement agréable au mois de mai , et il pleut en été .",french,2
2061,"les états-unis est relaxant au printemps , et il est agréable en septembre .",french,2
2062,"la banane est leur fruit moins aimé , mais la pêche est mon moins aimé .",french,2
2063,"les états-unis est généralement pluvieux au printemps , mais il est parfois beau en été .",french,2
2064,"chine est généralement chaud pendant l' automne , et il est parfois agréable à l' automne .",french,2
2065,"new jersey est relaxant habituellement au mois de novembre , et il est généralement doux en octobre .",french,2
2066,"ils n'aiment les bananes , les mangues et citrons verts .",french,2
2067,elle a vu le nouveau camion blanc .,french,2
2068,"l'orange est leur fruit moins aimé , mais la fraise est son moins aimé .",french,2
2069,"il aime les bananes , les raisins et les pommes .",french,2
2070,elle n'aimait pas un petit camion bleu .,french,2
2071,"elle n'aime les fraises , les pommes et les mangues .",french,2
2072,"elle déteste les citrons , les oranges et les mangues .",french,2
2073,"leurs fruits le plus aimé est le pamplemousse , mais votre plus aimé est le raisin .",french,2
2074,"l' inde est généralement froid au printemps , et il est généralement sec en août .",french,2
2075,"elle aime les pommes , les raisins et les bananes .",french,2
2076,"chine est neigeux à l'automne , mais il est froid en septembre .",french,2
2077,"l' inde est parfois doux à l'automne , et il est généralement humide en septembre .",french,2
2078,"chine est parfois enneigée en décembre , et il est froid en novembre .",french,2
2079,pourquoi sont - ils new jersey ?,french,2
2080,"la france est généralement froid au mois d' août , mais il est jamais tranquille en juin .",french,2
2081,"le citron est le fruit le plus aimé , mais la chaux est votre plus aimé .",french,2
2082,"les états-unis est agréable en décembre , et il est généralement pluvieux en automne .",french,2
2083,"la france est jamais occupé en décembre , et il est jamais chaud en été .",french,2
2084,"la france est parfois enneigée pendant l' été , et il est parfois relaxant en novembre .",french,2
2085,"paris est jamais humide à l'automne , et il est parfois agréable en été .",french,2
2086,"californie est généralement sec en février , et il est parfois frisquet à l' automne .",french,2
2087,"paris est merveilleux au mois de mai , et il est sec au printemps .",french,2
2088,"chine est agréable à l'automne , mais il est jamais sec en septembre .",french,2
2089,"la chine est parfois merveilleux pendant l' hiver , et il est relaxant en octobre .",french,2
2090,"elle aime les poires , les raisins et les pommes .",french,2
2091,"californie est agréable en été , et il est généralement agréable en janvier .",french,2
2092,"france est calme en février , mais il est parfois beau en septembre .",french,2
2093,"il aime les poires , les fraises et les mangues .",french,2
2094,il conduit l'automobile blanc rouillé .,french,2
2095,"l' inde est parfois doux au mois d' août , et il est généralement enneigée en avril .",french,2
2096,"l' inde est habituellement chaud en décembre , mais il est parfois merveilleux en février .",french,2
2097,"la mangue est mon moins aimé des fruits , mais la poire est son moins aimé .",french,2
2098,"france est froid au mois de septembre , mais il est chaud en juillet .",french,2
2099,"new jersey est chaud au mois d' octobre , mais il est jamais chaud à l' automne .",french,2
2100,"chine est jamais relaxant au mois d' octobre , mais il est généralement doux en juillet .",french,2
2101,"l' inde est habituellement chaud au mois de novembre , et il est agréable en juin .",french,2
2102,"la france est généralement enneigée en automne , mais il est jamais froid en été .",french,2
2103,"notre fruit préféré moins est la fraise , mais leur moins préféré est la banane .",french,2
2104,elle pourrait se rendre à paris en avril prochain .,french,2
2105,elle conduit ce camion jaune rouillé .,french,2
2106,"chine est relaxant pendant l' été , et il est jamais tranquille en février .",french,2
2107,"paris est agréable en janvier , et il est parfois froid au printemps .",french,2
2108,"elle aime pas citrons verts , les fraises et le pamplemousse .",french,2
2109,"california est jamais doux en octobre , et il pleut en février .",french,2
2110,"chine est jamais doux au printemps , et il est humide en hiver .",french,2
2111,"la mangue est son moins aimé des fruits , mais l'orange est son moins aimé .",french,2
2112,"paris est parfois chaud pendant l' été , mais jamais doux en janvier .",french,2
2113,"il aime pas les mangues , les fraises et les raisins .",french,2
2114,"leur fruit préféré moins est le pamplemousse , mais notre moins préféré est la poire .",french,2
2115,"californie est jamais la neige en avril , et il est généralement occupé en juillet .",french,2
2116,"les états-unis est froid en juillet , mais il est parfois agréable au printemps .",french,2
2117,"chine est humide en juillet , et il est calme en octobre .",french,2
2118,"paris est beau pendant l' hiver , mais il est jamais occupé en novembre .",french,2
2119,"les états-unis est parfois merveilleux au printemps , et il est jamais tranquille en octobre .",french,2
2120,"les états-unis est jamais pluvieux en février , mais il est agréable au printemps .",french,2
2121,"california est jamais pluvieux en juillet , mais il est parfois beau en février .",french,2
2122,"il aime pas le pamplemousse , les fraises et les raisins .",french,2
2123,"paris est parfois chaud pendant l' hiver , et il est chaud en février .",french,2
2124,"il aime citrons verts , mangues et les bananes .",french,2
2125,"la mangue est notre fruit moins aimé , mais la pomme est votre moins aimé .",french,2
2126,"californie est généralement chaud au mois d' août , et il est parfois agréable en juillet .",french,2
2127,"le citron est son fruit préféré , mais le raisin est mon préféré .",french,2
2128,"paris est généralement pluvieux au mois de mai , mais il est jamais doux en décembre .",french,2
2129,"ils aiment les oranges , les bananes et les pommes .",french,2
2130,"la france est parfois occupé en juillet , et il pleut en mai .",french,2
2131,"la chaux est son fruit préféré moins , mais la pêche est mon préféré moins .",french,2
2132,"son fruit est moins aimé la mangue , mais leur moins aimé est la pomme .",french,2
2133,"paris est généralement humide en juin , et il est parfois pluvieux en mars .",french,2
2134,elle conduit ce nouveau camion rouge .,french,2
2135,"les états-unis est généralement enneigée au printemps , mais il est jamais froid en avril .",french,2
2136,"la chine est généralement merveilleux au mois de mai , mais il est pluvieux en janvier .",french,2
2137,"son fruit préféré moins est le pamplemousse , mais leur moins préféré est la mangue .",french,2
2138,"la pomme est votre fruit préféré moins , mais la chaux est notre moins préféré .",french,2
2139,"l'orange est son fruit préféré moins , mais la banane est notre moins préféré .",french,2
2140,"la france est parfois sec pendant l' été , mais il est neigeux à l' automne .",french,2
2141,"il aime les oranges , les pommes et les citrons .",french,2
2142,"californie est parfois froid en décembre , mais il est jamais chaud en juillet .",french,2
2143,"notre fruit préféré moins est le raisin , mais leur moins préféré est le citron .",french,2
2144,"l' inde est parfois calme pendant l' été , mais il est humide en août .",french,2
2145,"chine est jamais chaud à l'automne , et il est jamais de neige en hiver .",french,2
2146,"elle aime pas citrons verts , les fraises et les citrons .",french,2
2147,"il aime les mangues , les raisins et les poires .",french,2
2148,nous prévoyons de visiter le nouveau maillot octobre prochain .,french,2
2149,"les états-unis est parfois chaud pendant l' automne , mais il est généralement froid en hiver .",french,2
2150,"l' inde est jamais agréable en septembre , mais il est parfois chaud à l' automne .",french,2
2151,"le raisin est leur fruit moins aimé , mais la poire elle est moins aimé.",french,2
2152,"elle aime les pêches , les fraises et les citrons verts .",french,2
2153,"paris est le gel habituellement en décembre , mais il est généralement calme à l' automne .",french,2
2154,"ils n'aiment pas citrons verts , le pamplemousse et les bananes .",french,2
2155,"j'aime les bananes , les mangues et le pamplemousse .",french,2
2156,cette souris était mon animal le plus redouté .,french,2
2157,"les états-unis est généralement pluvieux pendant l' hiver , mais il est jamais beau en juin .",french,2
2158,elle a conduit une grosse voiture blanche .,french,2
2159,"la mangue est leur fruit moins aimé , mais la fraise est mon moins aimé .",french,2
2160,"california est jamais calme en septembre , et il est occupé à l' automne .",french,2
2161,elle aimait que rouillée voiture noire .,french,2
2162,"son fruit le plus aimé est la chaux , mais son plus aimé est le citron .",french,2
2163,"le pamplemousse est votre fruit moins aimé , mais le citron est son moins aimé .",french,2
2164,elle conduisait ce camion bleu brillant .,french,2
2165,"paris est jamais le gel en juillet , mais il est chaud à l' automne .",french,2
2166,"californie est parfois froid pendant l' automne , mais il est agréable en juin .",french,2
2167,"californie est parfois chaud en février , et il est généralement agréable en janvier .",french,2
2168,"paris est généralement occupé en juin , et il est généralement chaud en avril .",french,2
2169,"les états-unis est parfois agréable en juillet , et il est parfois occupé à l' automne .",french,2
2170,"chine est froid en décembre , et il est jamais chaud à l' automne .",french,2
2171,"l' inde est jamais à sec au printemps , mais il est généralement agréable en mai .",french,2
2172,"la fraise est notre fruit moins aimé , mais la pêche est votre moins aimé .",french,2
2173,"le citron est mon fruit préféré moins , mais le pamplemousse est votre préféré moins .",french,2
2174,"la californie est parfois le gel en septembre , et il est jamais à sec en été .",french,2
2175,"la mangue est son fruit préféré moins , mais la pêche est notre moins préféré .",french,2
2176,"les états-unis est parfois chaud en juillet , mais il est relaxant en juin .",french,2
2177,"new jersey est parfois belle à l'automne , et il gèle habituellement en octobre .",french,2
2178,"elle aime les mangues , les citrons verts et le pamplemousse .",french,2
2179,"les états-unis est doux en janvier , et il est pluvieux au printemps .",french,2
2180,"nous aimons les poires , les oranges et les pommes .",french,2
2181,"ils n'aiment les fraises , citrons verts , et les mangues .",french,2
2182,"la poire est votre fruit préféré moins , mais la chaux est leur moins préférée .",french,2
2183,"paris est généralement chaud au mois de mai , mais il est parfois doux en avril .",french,2
2184,elle conduit ce nouveau camion jaune .,french,2
2185,"il n'aime les fraises , citrons verts et le pamplemousse .",french,2
2186,"californie est parfois chaud en avril , mais il est généralement calme en mai .",french,2
2187,"chine est généralement occupé en octobre , et il est jamais froid en juillet .",french,2
2188,ils prévoient de visiter les états-unis en hiver .,french,2
2189,"il aime pas les raisins , les poires et les mangues .",french,2
2190,il aimait la nouvelle voiture blanche .,french,2
2191,"new jersey est jamais agréable au mois d' août , et il est jamais relaxant en février .",french,2
2192,"chine ne fait jamais froid pendant l' été , et il est généralement agréable en août .",french,2
2193,"elle aime les fraises , les oranges , les citrons et les .",french,2
2194,"son fruit le plus aimé est la fraise , mais son plus aimé est le pamplemousse .",french,2
2195,elle a conduit un petit camion vert .,french,2
2196,"l' inde est la neige au cours de l' automne , mais il est parfois pluvieux en juin .",french,2
2197,ils prévoient de visiter la chine en juillet .,french,2
2198,"californie est parfois doux pendant l' été , et il est parfois chaud en février .",french,2
2199,"paris est pluvieux au mois d' août , et elle est mouillée en juillet .",french,2
2200,"les états-unis est parfois sec en mars , et il est jamais agréable en hiver .",french,2
2201,"il aime les pêches , les citrons et les poires .",french,2
2202,"new jersey est jamais pluvieux pendant l' hiver , et il est beau en février .",french,2
2203,"paris est jamais beau en octobre , mais il gèle à l' automne .",french,2
2204,"elle déteste les bananes , les poires et citrons verts .",french,2
2205,"votre fruit préféré est le pamplemousse , mais mon préféré est la pomme .",french,2
2206,"nos fruits le plus aimé est la pêche , mais leur plus aimé est la mangue .",french,2
2207,"new jersey est parfois chaud en octobre , mais il est occupé en août .",french,2
2208,"new jersey est généralement sec en mars , mais il ne fait jamais froid en juillet .",french,2
2209,"californie est généralement merveilleux en juillet , mais il fait froid en hiver .",french,2
2210,"chine est relaxant habituellement en juin , mais il est jamais calme en été .",french,2
2211,"new jersey est agréable en hiver , mais il est neigeux en janvier .",french,2
2212,"la france est le gel en janvier , et il est généralement pluvieux en février .",french,2
2213,"le raisin est notre fruit préféré moins , mais la poire est mon préféré moins .",french,2
2214,"la france est habituellement chaud en juin , mais il est jamais froid à l' automne .",french,2
2215,"son fruit préféré moins est le pamplemousse , mais leur moins préféré est l'orange .",french,2
2216,"new jersey est parfois pluvieux en juillet , et il est jamais de neige en hiver .",french,2
2217,"notre fruit préféré moins est la mangue , mais leur moins préféré est la chaux .",french,2
2218,"new jersey est doux au mois de mai , et il est jamais humide en avril .",french,2
2219,"la france est généralement enneigée en février , et il est parfois froid en août .",french,2
2220,"l' inde est parfois froid en novembre , mais il est parfois agréable au printemps .",french,2
2221,"leur fruit préféré est moins l'orange , mais son moins favori est la pêche .",french,2
2222,"new jersey est chaud à l'automne , mais il est généralement sec en novembre .",french,2
2223,"elle déteste les bananes , les fraises et les citrons verts .",french,2
2224,son fruit le plus aimé est la chaux .,french,2
2225,"votre fruit le plus aimé est la chaux , mais son plus aimé est le raisin .",french,2
2226,"elle déteste les pêches , les fraises et les poires .",french,2
2227,"ils aiment les citrons , les pêches et les fraises .",french,2
2228,"nous détestons les citrons , les oranges et les raisins .",french,2
2229,"votre moins aimé fruit est la pomme , mais mon moins aimé est la pêche .",french,2
2230,"paris est parfois merveilleux au mois d' août , mais il ne fait jamais froid à l' automne .",french,2
